"base_repo_original","repo_stars","repo_forks","repo_createdAt","repo_updatedAt","repo_url","is_mozilla_repo"
"mochajs/mocha",22125,3022,"2011-03-07T18:44:25Z","2023-08-07T13:51:09Z","https://mochajs.org","false"
"mozilla/amo-validator",61,46,"2011-03-05T00:24:22Z","2023-07-28T17:37:28Z","","false"
"tobie/specref",154,140,"2013-05-16T20:02:09Z","2023-08-06T18:47:07Z","http://www.specref.org/","false"
"uBlock-LLC/uBlock",8135,486,"2014-06-22T23:54:34Z","2023-08-04T20:21:55Z","https://ublock.org/","false"
"versatica/JsSIP",2232,721,"2012-07-09T07:16:01Z","2023-08-03T14:46:50Z","https://jssip.net","false"
"James-Yu/LaTeX-Workshop",9624,501,"2016-12-26T08:23:24Z","2023-08-07T13:00:02Z","","false"
"microsoft/vscode",149046,26494,"2015-09-03T20:23:38Z","2023-08-07T13:35:04Z","https://code.visualstudio.com","false"
"eamodio/vscode-gitlens",8306,1043,"2016-08-08T14:50:30Z","2023-08-07T08:24:22Z","http://gitkraken.com/gitlens","false"
"josdejong/workerpool",1629,138,"2014-05-02T18:34:29Z","2023-08-07T12:20:03Z","","false"
"beautify-web/js-beautify",8207,1398,"2008-12-04T06:35:54Z","2023-08-07T06:52:24Z","https://beautifier.io","false"
"timdream/jszhuyin",213,22,"2012-12-02T12:45:11Z","2023-07-31T08:53:10Z","https://jszhuyin.timdream.org/","false"
"wojtekmaj/react-pdf",7455,778,"2016-08-01T13:46:02Z","2023-08-07T08:35:40Z","https://projects.wojtekmaj.pl/react-pdf","false"
"wojtekmaj/react-calendar",3139,464,"2017-07-27T20:54:20Z","2023-08-07T11:24:01Z","https://projects.wojtekmaj.pl/react-calendar","false"
"honestbleeps/Reddit-Enhancement-Suite",3851,890,"2011-11-01T16:31:51Z","2023-08-06T04:20:04Z","http://redditenhancementsuite.com","false"
"jestjs/jest",42452,6416,"2013-12-10T00:18:04Z","2023-08-07T12:26:51Z","https://jestjs.io","false"
"dbhowell/pino-cloudwatch",35,15,"2017-09-19T04:52:21Z","2023-03-18T15:56:20Z",,"false"
"anushbmx/CSS-Cursors",36,11,"2015-11-04T16:59:47Z","2022-08-22T01:24:45Z",,"false"
"facebook/prop-types",4365,388,"2017-04-08T00:50:30Z","2023-08-04T07:19:33Z",,"false"
"webpack/webpack-dev-server",7666,1481,"2012-09-17T10:52:18Z","2023-08-05T12:40:37Z","","false"
"GoogleChrome/lighthouse",26884,9428,"2016-03-08T01:03:11Z","2023-08-07T09:12:21Z","https://developer.chrome.com/docs/lighthouse/overview/","false"
"GoogleChrome/puppeteer",84147,9043,"2017-05-09T22:16:13Z","2023-08-07T13:03:30Z","https://pptr.dev","false"
"STRML/react-draggable",8411,1016,"2014-07-24T22:32:16Z","2023-08-07T04:36:35Z","","false"
"STRML/react-grid-layout",18093,2430,"2014-12-27T14:28:40Z","2023-08-07T12:41:14Z","https://react-grid-layout.github.io/react-grid-layout/examples/0-showcase.html","false"
"desktop/desktop",17982,9411,"2016-05-11T15:59:00Z","2023-08-07T12:55:34Z","https://desktop.github.com","false"
"gaearon/react-hot-loader",12254,839,"2014-07-12T23:49:43Z","2023-07-31T07:05:46Z","http://gaearon.github.io/react-hot-loader/","false"
"oliviertassinari/react-event-listener",361,39,"2015-06-08T22:31:30Z","2023-07-11T17:23:57Z","","false"
"webpack/webpack",63365,8814,"2012-03-10T10:08:14Z","2023-08-07T13:04:28Z","https://webpack.js.org","false"
"winstonjs/winston-daily-rotate-file",798,145,"2015-09-18T21:54:38Z","2023-08-04T12:19:24Z",,"false"
"bytecodealliance/wasmparser",177,48,"2017-06-02T16:47:28Z","2023-02-13T17:27:23Z","","false"
"wasdk/wasmparser",61,19,"2016-11-01T21:08:06Z","2023-07-20T21:15:36Z",,"false"
"yurydelendik/rtmp.js",76,20,"2013-04-16T20:10:34Z","2023-01-28T18:52:57Z",,"false"
"firefox-devtools/debugger",4610,822,"2016-03-23T18:55:36Z","2023-08-02T17:13:16Z","https://firefox-dev.tools/","false"
"stoklund/cretonne",2482,210,"2016-01-24T02:04:11Z","2023-08-05T11:03:05Z","https://cranelift.readthedocs.io/","false"
"WebAssembly/tool-conventions",245,65,"2016-05-27T00:35:36Z","2023-07-29T20:29:10Z",,"false"
"apple/swift-lldb",673,215,"2015-10-23T21:13:18Z","2023-08-04T18:16:07Z","","false"
"llvm-mirror/lldb",434,233,"2012-01-28T00:32:34Z","2023-07-31T11:43:26Z","http://lldb.llvm.org","false"
"WebAssembly/testsuite",152,53,"2015-10-13T01:27:51Z","2023-08-07T00:04:12Z",,"false"
"WebAssembly/website",261,184,"2015-10-09T16:29:17Z","2023-08-02T23:25:15Z","https://webassembly.org","false"
"gimli-rs/object",477,119,"2016-08-19T20:41:55Z","2023-08-05T04:14:50Z","https://crates.io/crates/object","false"
"llvm-mirror/lld",201,159,"2013-01-04T18:57:02Z","2023-07-23T06:49:48Z","","false"
"mdn/webassembly-examples",1032,256,"2017-02-22T16:49:20Z","2023-08-07T13:27:03Z",,"true"
"quilljs/quill",36597,3095,"2012-07-30T23:23:18Z","2023-08-07T11:53:20Z","https://quilljs.com","false"
"lrascao/rebar3_appup_plugin",73,24,"2016-02-10T23:09:35Z","2023-07-26T05:31:05Z","","false"
"Elgg/Elgg",1598,688,"2009-09-06T17:10:11Z","2023-08-07T08:01:08Z","https://elgg.org","false"
"Operational-Transformation/ot.js",1948,212,"2012-03-22T13:17:01Z","2023-08-04T00:26:28Z","","false"
"archaelus/esmtp",75,31,"2008-10-20T20:17:24Z","2023-08-04T08:38:14Z","","false"
"epgsql/epgsql",387,151,"2014-02-13T15:14:58Z","2023-08-04T07:32:36Z","","false"
"erlang/otp",10611,2940,"2009-11-16T17:17:57Z","2023-08-06T10:04:14Z","http://erlang.org","false"
"gctools-outilsgc/gcconnex",49,44,"2014-08-08T17:56:24Z","2023-02-03T16:57:52Z","","false"
"gen-smtp/gen_smtp",655,263,"2009-05-21T23:18:49Z","2023-08-06T07:03:15Z","","false"
"quilljs/delta",764,121,"2016-10-08T02:37:13Z","2023-08-07T08:24:16Z",,"false"
"quilljs/parchment",552,139,"2015-04-30T22:06:57Z","2023-08-07T08:20:35Z",,"false"
"stems/join-monster",2594,226,"2016-09-15T18:22:09Z","2023-08-01T17:38:09Z","http://join-monster.readthedocs.io/en/latest/","false"
"uwiger/gproc",1043,236,"2010-02-11T10:32:08Z","2023-07-21T22:53:55Z","","false"
"Tinob/Ishiiruka",343,118,"2014-02-27T19:23:52Z","2023-07-27T02:01:21Z",,"false"
"dolphin-emu/dolphin",10797,2364,"2013-07-22T09:07:57Z","2023-08-07T09:15:52Z","https://dolphin-emu.org","false"
"MinecraftForge/ForgeGradle",480,413,"2013-10-25T02:57:45Z","2023-07-25T13:49:45Z",,"false"
"hrydgard/ppsspp",9064,2024,"2012-11-01T08:41:48Z","2023-08-07T13:39:07Z","https://www.ppsspp.org","false"
"MinecraftForge/Documentation",450,200,"2015-04-20T03:34:18Z","2023-08-05T17:31:57Z",,"false"
"MinecraftForge/MinecraftForge",6299,2574,"2012-01-30T01:35:01Z","2023-08-07T09:27:36Z","https://files.minecraftforge.net/","false"
"mezz/JustEnoughItems",655,282,"2014-09-30T22:26:10Z","2023-08-07T08:34:54Z","https://www.curseforge.com/minecraft/mc-mods/jei","false"
"UWFlow/rmc",231,73,"2012-08-31T18:33:38Z","2023-07-24T15:04:28Z","https://uwflow.com","false"
"VundleVim/Vundle.vim",23562,2590,"2010-10-17T23:17:53Z","2023-08-07T03:09:38Z","http://github.com/VundleVim/Vundle.Vim","false"
"corbanbrook/audionode.js",74,13,"2010-07-13T16:12:28Z","2023-04-03T22:42:06Z","http://weare.buildingsky.net","false"
"yurydelendik/zbarjs",51,20,"2013-07-08T21:00:59Z","2023-02-21T15:10:31Z",,"false"
"operasoftware/dragonfly",156,46,"2012-07-04T13:41:49Z","2023-05-12T02:40:32Z","http://www.opera.com/dragonfly/","false"
"publicsuffix/list",1660,1116,"2015-05-19T15:12:26Z","2023-07-25T15:08:16Z","https://publicsuffix.org/","false"
"waddlesplash/QMidi",76,36,"2012-11-27T00:40:59Z","2023-06-08T19:43:03Z","","false"
"waddlesplash/qtmidi",76,36,"2012-11-27T00:40:59Z","2023-06-08T19:43:03Z","","false"
"github-linguist/linguist",11209,4208,"2011-05-09T22:53:13Z","2023-08-07T07:11:41Z","","false"
"haikuports/haikuports",346,277,"2015-06-30T00:15:33Z","2023-07-24T03:46:45Z","","false"
"mattgraham/leapday",104,73,"2012-04-04T21:48:06Z","2023-03-30T00:37:02Z","","false"
